,logS,SMILES
4421,-7.9407,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
25,-2.9908768679000004,[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C
1071,-4.619923834,CC(CCNC(=O)OCCOC(=O)C(C)=C)CC(C)(C)CNC(=O)OCCOC(=O)C(C)=C
1140,-5.0994877858,CC1(C)CCCC2(C)C1CCC3(C)OCCC23
3995,-0.7945,CC(C)CC(C)O
5590,-3.1559,CC(=O)Oc1ccccc1\C=C\C(O)=O
646,-4.9156499936,NC(=O)c1ccc(NC(=O)c2ccc(N)cc2)cc1
5366,-3.3605,CCCCCCCCCCNC(=O)C(C)O
7788,-9.46,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1Cl
6744,-1.9302,C\C=C/C
4526,-2.1954,OC(=O)COc1cccc(Cl)c1
633,-4.8105849842,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C
259,-4.4980268403,CCCCCCCCCc1ccc(O)cc1
7606,-3.37,ClCCN(N=O)C(=O)NC1CCCCC1
4743,-0.0651,CC(C)C1OCCO1
4593,0.0569,OCc1ccccc1CO
1183,-5.7380720068,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3cccc(O[P](=O)(Oc4ccccc4)Oc5ccccc5)c3
3245,0.4414438192,[Cs+].[Cs+].[O-][S]([O-])(=O)=O
9131,-1.88,NC(=O)CNC(=O)OCC1=CC=CC=C1
2116,-0.6856367901,CC(O)c1cc(N)ccc1N.[O-][S]([O-])(=O)=O
8559,-0.504,CN1[C@@H]2CC(C[C@H]1C3OC23)OC(=O)[C@H](CO)c4ccccc4
3673,-2.1504,CCCC1=CC(=O)NC(=S)N1
280,-1.1616711076,[Na+].[Na+].[Na+].CCN(c1cccc(c1)[S](=O)(=O)CCO[S]([O-])(=O)=O)c2nc(Cl)nc(Nc3ccc4C(=O)C(=N/Nc5ccc(OC)cc5[S]([O-])(=O)=O)\C(=Cc4c3)[S]([O-])(=O)=O)n2
3680,-6.5052,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl
1432,-5.142667396,O=C(NC1CCCCC1)Nc2ccc(Cc3ccc(NC(=O)NC4CCCCC4)cc3)cc2
4107,-2.3598,CCCCCCCC=O
9620,-3.03,CN(C)C(=O)COC(=O)C1CCN2C(C(=O)C3=CC=CC=C3)=CC=C12
3339,-4.9917376214,COC(=O)c1sc(N)c(C#N)c1C
9902,-5.47,ClC1=CC(Cl)=C(Cl)C=C1Cl
1585,-6.6005678007,CCCCCCCCCCCC(=O)OOC(=O)CCCCCCCCCCC
5951,-2.0506,CC1=NN=C(c2ccccc2)C(=O)N1N
8232,-6.75,CC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1CCCC4
1224,-5.8326804614,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC
752,-4.3079108614,[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1
3337,-5.1712348525,ClC1=C(Cl)C2(Cl)C3C(C(=O)OC3=O)C1(Cl)C2(Cl)Cl
8783,-0.98,O=C(Nc(ccc(N)c1)c1)C
8799,-3.84,c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC
7108,-4.207,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NC2CCCCC2
994,0.1852603514,COC(=O)OC
5282,-1.9916,COc1cc(ccc1C(O)=O)C(O)=O
5313,-1.2726,CCCCCCCCOC(=O)C(C)O
3757,-1.0417,CC#C
9204,-3.09,CCCC(C)CC1(CCO)C(=O)NC(=S)NC1=O
997,-3.1174443354,CCCC(=O)OCc1ccccc1
8144,-2.25,CCC(C)C1=C(OC(C)=O)C(=CC(=C1)[N+]([O-])=O)[N+]([O-])=O
592,-2.8772524161,CC(=O)Nc1ccc(cc1)[S](Cl)(=O)=O
3308,-1.7198600749,[H+].[Cl-].CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12
8903,-3.43,CC12CC(O)C3(F)C(CCC4=CC(=O)CCC43C)C2CCC1(O)C(=O)CO
6343,-1.3015,OC(=O)CC[C@H](NCCC#N)C(O)=O
9107,-1.69,NC1=CC=C(S(=O)(=O)N=C2CC=CN2)C=C1
5892,-3.4482,CC(CCc1ccccc1)NCC(O)c2ccc(O)c(c2)C(N)=O
3765,1.2434,CC1CN1
6297,-5.3694,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1
5018,-2.0575,CCO[P](=S)(OCC)SCC(=O)NC(C)C
9874,-7.0,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
8759,0.76,c1ccccn1
2282,-0.465572855,CNC(=S)NN
9247,-4.07,O=C(O)C1=CC=C(P(=O)(O)C2=CC=CC=C2)C=C1
1204,-6.4900690111,[Al+3].[Al+3].[O-]C(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br.[O-]C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C6=C7C=C(Br)C(=O)C(=C7Oc8c(Br)c([O-])c(Br)cc68)Br.[O-]C(=O)c9c(Cl)c(Cl)c(Cl)c(Cl)c9C%10=C%11C=C(Br)C(=O)C(=C%11Oc%12c(Br)c([O-])c(Br)cc%10%12)Br
493,-4.6267485225,CCCCCCCCCC(=O)OC
9618,-5.0,COC1=CC2=C(C=C3OC=C(C)C3=C2)OC1=O
2258,-1.8755690909,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C
9753,-2.46,CCCC=C(CC)C=O
9701,-1.18,NC1=NC(=O)N(C2CC(F)C(CO)O2)C=C1
6120,-0.3188,Nc1c2cc(ccc2c(cc1[S](O)(=O)=O)[S](O)(=O)=O)[S](O)(=O)=O
189,-2.1609542979,FC(F)=C(F)Cl
2119,0.5443381649,[Na+].CCOC([S-])=S
6232,-3.1742,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(C)cc(C)n2
5017,-3.4066,CO[P](=O)(OC)OC(=C\Cl)/c1ccc(Cl)cc1Cl
9734,-2.74,FC(F)(Cl)C(F)(F)Cl
7744,-2.14,CC(=O)NC1=NC2=C(N=C[N]2COCCOC(C)=O)C(=O)N1
742,-2.9839461582,CNC(=O)N(c1ccccc1)c2ccccc2
7669,-3.48,COC1=CC2=C(CC3C4CCCCC24CCN3C)C=C1
1430,-3.6996406686,CC(=O)OC1CCC(CC1)C(C)(C)C
98,-1.5218900849,CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O
4440,-1.4403,CC(C)CCOC(N)=O
8660,-5.358,CC(=O)Nc1ccc(N\N=C\2C=C(C)C=CC2=O)cc1
7397,-4.61,COC(=O)C1(CCCCC1)[S](=O)(=O)C2=CC=C(C)C=C2
705,-0.8176814122,CC(=O)OC[C@@H](OC(C)=O)C=C
6249,-4.9455,CC(C)(C)C(Br)C(=O)NC(C)(C)c1ccccc1
5420,-1.8367,CCCCOC(=O)c1cccnc1
9463,-1.23,OCCOC1=CC=C(OCCO)C=C1
1420,-5.0575951101,CCCCCCCC.CC(C)(C)OO.CC1(C)CC(CC(C)(C)N1)OC(=O)CCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2
4756,0.6755,CC(=O)NCCNC(C)=O
1520,-5.1883574821,CCCCCCC\C=C\CC
3210,0.8921966739,CN1CCCN(C)C1=O
1412,-6.7070311388,[Li+].CCCCCCCCCCCCCC([O-])=O
6440,-3.7248,C\C(=N/NC(=O)Nc1cc(F)cc(F)c1)c2ncccc2C(O)=O
345,-3.7030926455,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2
920,-4.0976122125,CC1(C)C2CCC3(C2)C1C(=O)CCC3(C)C
8159,-4.85,O=C(OC1=CC=CC(=C1)N=C=S)C2=CC=CC=C2
5523,0.3322,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N
4825,-0.8234,CCc1cccc(C)n1
8684,-1.179,Nc1nc(N)nc(NC2CC2)n1
6574,-3.9756,c1cc2cccc3C=Cc(c1)c23
2445,-0.7575876082999999,COC(=O)CCS
5230,-5.7023,Clc1ccc(cc1)N=Nc2ccccc2
8595,-2.1590000000000003,CC(C)CC(O)CC(C)C
4058,0.1798,CCC(CC)(CO)CO
5056,-1.7815,COc1ccccc1C(N)=O
1278,-6.4577264198,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1
1590,-6.8410879515,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC
8172,-1.22,CC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O
4186,1.1077,OC(=O)CF
1586,-6.5143670911000005,CCCCCCCCOC(=O)[C@@H](C)Oc1ccc(Cl)cc1C
3935,0.9349,OCC1CCCCO1
5534,-1.1692,OC[C@@H](NC(=O)CN=[N+]=[N-])[C@H](O)c1ccc(cc1)[N+]([O-])=O
1916,0.901422988,CC(C)(CO)CO
4711,-2.7505,Cc1ccc(c(O)c1)[N+]([O-])=O
7565,-3.64,COC1=CC2=C(N)N=C(N=C2C(=C1OC)OC)N3CCN(CC3)C(=O)OCC(C)(C)O
8919,-1.85,O=C(C(CC1C2)(C2)C)C1(C)C
1106,1.0357686635,OCC(O)CO
365,-3.2920233513,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+]
3787,-2.9008,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4
6480,-4.4492,Cc1ccc(cc1)C(=O)c2csc(c2)[S](N)(=O)=O
1478,-5.1722437893,CCCCCCCCCl
8873,-2.82,c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1
9726,-2.12,CC(C)CC1OC(O)C(CC2=CC=CC=C2)NC1=O
7445,-3.82,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
7000,-4.4435,O=C1C(=O)c2ccccc2c3ccccc13
5078,-2.1103,Cc1cc(O)ccc1[N+]([O-])=O
9243,-3.08,NS(=O)(=O)C1=C(C2=NC3=C(C=CC=C3)C(=O)N2)C=CC=C1
22,-3.4731390517,[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O
6191,-8.0025,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2
7098,-2.4107,Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1
1807,-1.5043501961,[Na+].[Na+].[Cu].COc1ccc(cc1N)[S]([O-])(=O)=O.Nc2ccc(c(N)c2)[N+]([O-])=O.Oc3cccc([O-])c3
2870,-2.3379408202,CCCCOC=C
445,-2.6223388564,Clc1nc(Cl)nc(Cl)n1
9325,-1.21,COC1=CC(C(=O)O)=C(C(=O)O)C=C1O
2481,-1.9014771833,COc1ccc(NC(=O)CC(C)=O)cc1
9601,-6.5,COC1=CC2=C(C=C1)C=C(C(C)C(=O)OC(C)(C)C)C=C2
3646,-8.7020121255,[Zr++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O
5662,0.2946,N[C@@H]([C@H](O)[C@@H](O)COC(N)=O)C(=O)N[C@@H]([C@H]1O[C@H](C(O)C1O)N2C=C(CO)C(=O)NC2=O)C(O)=O
1424,-5.4154147676,[Zn++].CCCC(C)C(CCC)C(C)Cc1ccc(O[P]([S-])(=S)Oc2ccc(CC(C)C(CCC)C(C)CCC)cc2)cc1.CCCC(C)C(CCC)C(C)Cc3ccc(O[P]([S-])(=S)Oc4ccc(CC(C)C(CCC)C(C)CCC)cc4)cc3
6049,-2.7656,OC(=O)COc1nc(Cl)c(Cl)cc1Cl
339,-3.3940626837,Oc1ccc(C=C)cc1C=C
7717,-2.7,CCN1C=C(C(=O)OC)C(=O)C2=C1N=C(C)C=C2
913,-0.8786253202,[O-][N+](=O)C1=NC(=O)NN1
4832,-3.4037,CCSC(=O)N(CC)C1CCCCC1
4819,-0.1796,C[Si](C)(O)O[Si](C)(C)O
8731,-2.3,O=C(O)CCCCCCC
7508,-1.47,CCN1C=C(C(O)=O)C(=O)C2=C1C=C(N3CCN(C)CC3)C(=C2)F
1763,0.3909106219,[Li+].[O-]C(=O)c1ccccc1
2389,-0.062309467,[Na+].[Na+].[Na+].[O-][P]1(=O)O[P]([O-])(=O)O[P]([O-])(=O)O1
8852,-1.83,CCNC(=O)C(C)OC(=O)Nc1ccccc1
6352,-2.4568,OC(O)(C(=O)Nc1ccccc1)C(=O)Nc2ccccc2
8864,-1.89,C1CCN2CC(C3)C4CCCCN4CC3C2C1
6051,-5.4025,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1c2ccccc2
7084,-4.3017,CN(C)CCCN1c2ccccc2Sc3ccccc13
3296,-4.8732958362,[Ce].[Ce].[O-]C(=O)C([O-])=O
5956,-2.0729,Cc1cccc2sc3nncn3c12
2247,-2.3935953584,[Na+].[Na+].[Na+].[Na+].Nc1ccc(cc1[S]([O-])(=O)=O)N=Nc2ccc(N=Nc3ccc(N\N=C/4C(=O)c5ccc(NC(=O)c6ccccc6)cc5C=C4[S]([O-])(=O)=O)c7ccc(cc37)[S]([O-])(=O)=O)c8ccc(cc28)[S]([O-])(=O)=O
5869,-1.4243,OC(=O)CSC(SCC(O)=O)SCC(O)=O
6446,-2.861,CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C
1484,-5.8081724723,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C
9946,-2.67,C([C@H](c1ccccn1)c1ccc(cc1)Cl)CN(C)C
5113,-2.783,COc1cccc(Cl)c1
422,-3.5181985232,CCCCCC(CO)CCC
9104,-4.27,CC1=C(C2=CC=CC=C2C=C1)[N+](=O)[O-]
2876,-2.6735257097,CCCCC(CC)COC(=O)C(C)O
647,-4.8148101896,C.CCCCCCCCCCCCO
5865,-6.693,CCCS[P](=S)(OCC)Oc1ccc(Cl)cc1Cl
9686,-1.46,OCC1OC(OC2=CC=CC=C2)C(O)C(O)C1O
397,-4.7801182897,CCCCCCCC/C=C/CCCCCCCCN(CCO)CCO
5884,-2.7448,CCC#CC(C)C
3301,0.7860892979999999,ClCCCN1CCOCC1
3409,-7.8916361395,CN[S](=O)(=O)c1cc(OC)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)cc1OC
7245,-1.24,OC(=O)C1=CC(=CC=C1)O
4116,-2.1672,CC(=C)[C@@H]1C2OC(=O)C1[C@]3(O)CC4O[C@]45C(=O)O[C@H]2[C@]35C.CC(C)(O)[C@@H]6C7OC(=O)C6[C@]8(O)C[C@H]9O[C@]9%10C(=O)O[C@H]7[C@]8%10C
4817,-6.8496,CCCCCCCCN(CCCCCCCC)CCCCCCCC
91,-3.0887781924,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
110,-5.345705158,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC
4897,-1.8684,CC1(C)OC(=O)c2ccccc12
1578,-7.138082494500001,CCCCCCCCCCCCCCCCCC(=O)NCCNCCNC(=O)CCCCCCCCCCCCCCCCC.CCCCCCCCCCCCCCCCCC(=O)NCCN1CCN=C1CCCCCCCCCCCCCCCCC.CC(O)=O.CC(O)=O
3533,-7.481773695499999,O=C1c2ccccc2Nc3cc4C(=O)c5ccccc5Nc4cc13
2424,-0.724347118,[K+].O[B-](O)(F)F
7841,-1.09,CC1=CC=CC=C1CO
5277,-2.0545,[O-][N+](=O)Cc1ccc2ccccc2n1
4782,-5.2721,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C
7202,0.1,CC(C)(C)OC(N)=O
8145,-1.1,CCC(=O)[N]1C=NC2=C1C(=O)N(C)C(=O)N2C
6808,-1.9402,CCCCOCCOCCCC
6518,-1.1931,N[S](=O)(=O)c1ccc(CCCCO)cc1
9302,-3.82,CCCCOC1=C(C=C(C=C1)[N+](=O)[O-])N
4976,-2.0408,CCOC(=O)CCCCCC(=O)OCC
7053,-3.3638,CN(C)c1nc(nc(n1)N(C)C)N(C)C
2448,0.1842562687,[K+].O[P](O)([O-])=O
5635,-2.6099,CC(C)OC(=O)c1ccc(N)cc1
2133,-1.3352536727,Cc1ccc(N)c(C)c1
7560,-2.72,CC1=CN(C2CC(N=[N+]=[N-])C(COC(=O)C3=CC=NC=C3)O2)C(=O)NC1=O
838,-5.0237764060000005,ClC1=C(Cl)C(=O)c2ccccc2C1=O
5822,-2.7785,COC(=O)C(/C)=C/O[P](=S)(OC)OC
605,-0.4681010618999999,CC(C)CCO
9758,-6.301,O=C1N(COC(=O)CCCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3
5344,-4.3981,CO[P](=S)(OC)SS[P](=S)(OC)OC
1032,-2.5527472821,C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C
8948,-3.89,CC1=CC(=O)OC2=C3CCCN4CCCC(=C34)C=C12
3722,-0.8655,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
7422,-4.9,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(C)=O
1070,-4.3838902648,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
9736,-1.94,CCC=C
2218,0.024802502,[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O
4170,-0.43,OC(=O)CCI
5267,0.3925,O=[P](Oc1ccccc1)(N2CCOCC2)N3CCOCC3
8620,-1.784,COC1=C(C#N)C(=O)N(C)C=C1
9203,-0.37,NC(=O)NC1(O)NC(=O)NC1(O)C(=O)O
1165,-5.0103439368,CC(C)C1CCC(=CC1)C
5412,-4.3341,C[C@H]1CCCC[C@@H]1C
751,-3.7586078484,CCC(C)c1ccccc1
1211,-5.1756981481,O=[Y]
3167,0.2872063056,[Na+].CCCCCCCCO[S]([O-])(=O)=O
9583,-4.45,CC1=C(OCC2=CC=CC=N2)C=CC2=C1OC(N1CCOCC1)=CC2=O
6413,-3.1737,OC(=O)CCCC(C(O)=O)(c1ccccc1)c2ccccc2
9182,-4.8,CCCCCCCCCCC(C)(C)C(=O)NO
4022,-0.2674,CC(C)=NNC(N)=O
7304,-1.35,OC(=O)C1=C(C=CC=C1)[N+]([O-])=O
2178,0.2513647845,NCCCCCCN.OC(=O)CCCCC(O)=O
3424,-8.1019307222,CC(=O)C(N=Nc1ccc(cc1Cl)c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)C(=O)Nc4ccc(C)cc4
845,-3.6623544532,CCCCC(C#N)c1ccccc1
2652,1.0034883278,Oc1cccc(O)c1
4816,0.8724,OCCN(CCO)N=O
5916,-7.8306,Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl
7102,-2.1782,CCCCNC(=O)N[S](=O)(=O)c1ccc(N)cc1
7370,-2.38,COC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1
7439,-6.05,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
5483,-0.7089,CC(C)CN1CCOCC1
3676,-4.2773,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]45CCC(=O)O5)[C@H]13
2517,-1.7894220529,Cc1cc(O)ccc1N
3140,-2.6924708965,[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(Cl)c(cc2[O-])[S](N)(=O)=O)c3ccccc3.Cc4nn(c([O-])c4N=Nc5cc(Cl)c(cc5[O-])[S](N)(=O)=O)c6ccccc6
3271,0.1614506128999999,[Na+].[Na+].[Na+].Cc1cc(N\N=C\2C=CC(=O)C(=C2)C([O-])=O)c(OCCC[S]([O-])(=O)=O)cc1N=Nc3ccc(cc3[S]([O-])(=O)=O)[N+]([O-])=O
9666,-1.43,NC1=NC2=C(C=N1)N=CN2CCC1COC(=O)OC1
4125,1.0552,CC(=O)C(O)=O
2953,-3.2614644911000004,[Fe+3].[O-][P]([O-])([O-])=O
6063,-2.1707,O=CC(=O)Cc1ccccc1
9294,-3.33,NC(=O)CC1=CC=C(C2=CC=CC=C2)C=C1
1056,-2.1531779235,COc1cc(CC=C)ccc1O
2621,-1.0999943697,CC1=CCC2C(C1)C(=O)OC2=O
6210,-2.6514,Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3
1965,0.8546356528,O.[Na+].[O-]P=O
2209,0.3558508036,CN(C)CCCNCCCN(C)C
4968,-3.684,CCSC(=O)N(CC(C)C)CC(C)C
8156,-2.09,CC1CN(C)C(C)C2=NC3=C(C=CC=C3)C(=O)N12
6969,-3.9528,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O
1950,0.4217473345,[K+].CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O
8978,-2.41,CC1=NC(=O)C(C(N)=O)C(=O)N1
150,-3.2706864295,Cc1c(Cl)cccc1[N+]([O-])=O
9720,-2.11,O=C1C(O)C2CC3N1CCC31C3=C(C=CC=C3)N3C(=O)C=CC2C31
5984,-2.7287,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl
41,-1.445031941,OC(=O)C1CCCCC1
7527,-4.91,CCC(=O)OCN1C(=O)NC(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3
6600,-3.1026,CCc1ccc(C)cc1
1433,-5.0368259397,Cc1ccc(cc1N=C=O)N2C(=O)N(c3ccc(C)c(c3)N=C=O)C2=O
6954,0.4471,Cc1ccnc(C)c1
5972,-2.1129,CN1C(=O)NC(=O)c2nc(C)c(C)nc12
1687,-8.0680715196,CCCCC(CC)COCCCNC(=O)Nc1cccc2c(NC(=O)NCCCOCC(CC)CCCC)cccc12
5217,0.0829,[Cl-].Cl/C=C/C[N+]12CN3CN(CN(C3)C1)C2
4773,0.6329,O=C1CCCCCCCN1
5647,-1.2298,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
4926,-3.5673,CC(O)COCc1c(Cl)ccc(Cl)c1Cl
4625,-1.2678,OCc1ccc(O)cc1
6408,-1.9986,COC(C)C(C)Cl
4357,-1.9569,CC(C)=CCl
2948,-3.526033775,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CCC4(O)C#CCO
3659,-0.9227,CCC(O)(COC(N)=O)c1ccccc1
2129,-1.3735951622999998,CC(=O)Oc1ccccc1
2082,0.8326929954000001,Nc1[nH]ncn1
1820,-0.6308713175,[Na+].Cc1ccc(N[S](=O)(=O)c2cc(NNC3=C4C(=O)C=C(C=C4C=CC3=N)[S]([O-])(=O)=O)ccc2Cl)c(C)c1
5576,-5.2151,[O-][N+](=O)c1ccc(Oc2ccc(cc2[N+]([O-])=O)C(F)(F)F)cc1
7181,-0.4122,NC1(CCCC1)C(O)=O
1688,-8.2677435641,Cc1cc(CCC(=O)OCC(C)(C)[CH]2OC[C]3(CO2)CO[CH](OC3)C(C)(C)COC(=O)CCc4cc(C)c(O)c(c4)C(C)(C)C)cc(c1O)C(C)(C)C
769,-3.9337357827,CC(C)CCOCCc1ccccc1
6584,-5.2184,Cc1cccc2c1Cc3ccccc23
3259,1.2513159198,OCC#C
6410,-1.9122,CCc1nc2ncnc(O)c2nc1CC
1618,-7.3809427734,CC(C)CCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C
6475,-1.7891,CC1OC(=O)c2cc(N)ccc12
7286,-4.59,O=C1NC(=O)C2(CCCCCCCCCC2)C(=O)N1
8602,-2.661,COC1=CC=C2[C@H]3Cc4ccc(OC)c5O[C@@H]1[C@]2(CCN3C)c45
4345,-2.3666,ClCCSCCCl
3662,-1.1309,OC(=O)c1c(Cl)cccc1Cl
394,-3.7219886724,CCCCCC1=C(CCC1CC(=O)OC)OC(C)=O
7956,-2.62,OC(=O)COC1=C(Cl)C=CC(=C1)Cl
2316,0.5536775573,O=C1CCCC1
8459,-1.99,N[S](=O)(=O)C1=NN=C(N[S](=O)(=O)C2=CC(=C(Cl)C=C2)[N+]([O-])=O)S1
47,-2.5936884915,CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2
8141,-1.87,COC1=C(O)C2=C(CC3C4C=CC(=O)CC24CCN3C)C=C1
9746,-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl 
7832,-2.85,OC(=O)\C=C\C=C\C(O)=O
5554,-2.4206,CCOC(=O)COc1ccc(Cl)cc1
2550,-0.2184130526,Nc1ccc(cc1)N(CCO)CCO.O[S](O)(=O)=O
4489,-0.7062,CCC(O)C(C)C
8412,-4.8,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=O)N(CC3=CC=CC=C3)C=C2
6328,-4.5922,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N3CCCO3
5602,-1.5013,COc1cc(Cl)ccc1O
5236,-2.7186,CCOC(=O)c1[nH]c(C=O)c(CC)c1C
9767,-3.85,CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O 
6914,-0.1302,CCCOC(N)=O
5812,-1.945,CC[S](=O)(=O)c1sc(nn1)N(C)C(=O)NC
5351,-2.4326,Nc1ccc(cc1)C#Cc2ccc(N)cc2
5031,-0.4073,CC(C)C(CC(O)=O)C(O)=O
761,-2.8846346488,CC(=O)c1cccc2ccccc12
2485,-1.4463316859,OC(=O)CC[C@H](N1C(=O)c2ccccc2C1=O)C(O)=O
3103,-0.308924931,Cl.CNCC(O)c1cccc(O)c1
1644,-7.0248108563,CCCCC(CC)CNC(=O)c1ccc(N\N=C2\C(=C(C#N)C(=O)N(C)C2=O)C)cc1
3532,-7.6317322062,S=C(SSSSSSC(=S)N1CCCCC1)N2CCCCC2
4447,0.1844,C=C1CCOC1=O
8714,-6.27,c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2
1744,-6.3370173812,CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1
9460,-2.75,COC1=CC=C(CN2C=C(F)C(=O)NC2=O)C=C1
3255,1.0650472922,O=C1CCCO1
836,-5.440787474,[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O
6200,-6.8765,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3
5434,0.5035,CN(C)C(=O)CCC(=O)N(C)C
8763,-3.32,O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5
